Started at: 02:04:25

📌 Processing: /DATA/rohan_kirti/niladri/country/sudan/SBQ/Sudan_SBQ.xlsx
✅ Saved → SBQ | Camel_Racing | Row 0
✅ Saved → SBQ | Nuba_Wrestling | Row 41
✅ Saved → SBQ | Nuba_Wrestling | Row 42
✅ Saved → SBQ | Nuba_Wrestling | Row 43
✅ Saved → SBQ | Nuba_Wrestling | Row 44
✅ Saved → SBQ | Nuba_Wrestling | Row 45
✅ Saved → SBQ | Nuba_Wrestling | Row 46
✅ Saved → SBQ | Nuba_Wrestling | Row 47
✅ Saved → SBQ | Nuba_Wrestling | Row 48
✅ Saved → SBQ | Nuba_Wrestling | Row 49
✅ Saved → SBQ | Nuba_Wrestling | Row 50
✅ Saved → SBQ | Nuba_Wrestling | Row 51
✅ Saved → SBQ | Nuba_Wrestling | Row 52
✅ Saved → SBQ | Nuba_Wrestling | Row 53
✅ Saved → SBQ | Nuba_Wrestling | Row 54
✅ Saved → SBQ | Nuba_Wrestling | Row 55
✅ Saved → SBQ | Nuba_Wrestling | Row 56
✅ Saved → SBQ | Nuba_Wrestling | Row 57
✅ Saved → SBQ | Nuba_Wrestling | Row 58
✅ Saved → SBQ | Nuba_Wrestling | Row 59
✅ Saved → SBQ | Nuba_Wrestling | Row 60
✅ Saved → SBQ | Nuba_Wrestling | Row 61
✅ Saved → SBQ | Nuba_Wrestling | Row 62
✅ Saved → SBQ | Nuba_Wrestling | Row 63
✅ Saved → SBQ | Nuba_Wrestling | Row 64
✅ Saved → SBQ | Nuba_Wrestling | Row 65
✅ Saved → SBQ | Nuba_Wrestling | Row 66
✅ Saved → SBQ | Nuba_Wrestling | Row 67
✅ Saved → SBQ | Nuba_Wrestling | Row 68
✅ Saved → SBQ | Nuba_Wrestling | Row 69
✅ Saved → SBQ | Nuba_Wrestling | Row 70
✅ Saved → SBQ | Nuba_Wrestling | Row 71
✅ Saved → SBQ | Nuba_Wrestling | Row 72
✅ Saved → SBQ | Nuba_Wrestling | Row 73
✅ Saved → SBQ | Nuba_Wrestling | Row 74
✅ Saved → SBQ | Nuba_Wrestling | Row 75
✅ Saved → SBQ | Nuba_Wrestling | Row 76
✅ Saved → SBQ | Nuba_Wrestling | Row 77
✅ Saved → SBQ | Nuba_Wrestling | Row 78
✅ Saved → SBQ | Nuba_Wrestling | Row 79
✅ Saved → SBQ | Nuba_Wrestling | Row 80
✅ Saved → SBQ | Nuba_Wrestling | Row 81
✅ Saved → SBQ | Nuba_Wrestling | Row 82
✅ Saved → SBQ | Nuba_Wrestling | Row 83
✅ Saved → SBQ | Nuba_Wrestling | Row 84
✅ Saved → SBQ | Nuba_Wrestling | Row 85
✅ Saved → SBQ | Nuba_Wrestling | Row 86
✅ Saved → SBQ | Nuba_Wrestling | Row 87
✅ Saved → SBQ | Nuba_Wrestling | Row 88
✅ Saved → SBQ | Nuba_Wrestling | Row 89
✅ Saved → SBQ | Nuba_Wrestling | Row 90
✅ Saved → SBQ | Nuba_Wrestling | Row 91
✅ Saved → SBQ | Nuba_Wrestling | Row 92
✅ Saved → SBQ | Nuba_Wrestling | Row 93
✅ Saved → SBQ | Nuba_Wrestling | Row 94
✅ Saved → SBQ | Nuba_Wrestling | Row 95
✅ Saved → SBQ | Nuba_Wrestling | Row 96
✅ Saved → SBQ | Nuba_Wrestling | Row 97
✅ Saved → SBQ | Nuba_Wrestling | Row 98
✅ Saved → SBQ | Nuba_Wrestling | Row 99
✅ Saved → SBQ | Nuba_Wrestling | Row 100
✅ Saved → SBQ | Nuba_Wrestling | Row 101
✅ Saved → SBQ | Nuba_Wrestling | Row 102
✅ Saved → SBQ | Nuba_Wrestling | Row 103
✅ Saved → SBQ | Nuba_Wrestling | Row 104
✅ Saved → SBQ | Nuba_Wrestling | Row 105
✅ Saved → SBQ | Nuba_Wrestling | Row 106
✅ Saved → SBQ | Nuba_Wrestling | Row 107
✅ Saved → SBQ | Nuba_Wrestling | Row 108
✅ Saved → SBQ | Nuba_Wrestling | Row 109
✅ Saved → SBQ | Nuba_Wrestling | Row 110
✅ Saved → SBQ | Nuba_Wrestling | Row 111
✅ Saved → SBQ | Nuba_Wrestling | Row 112
✅ Saved → SBQ | Nuba_Wrestling | Row 113
✅ Saved → SBQ | Nuba_Wrestling | Row 114
✅ Saved → SBQ | Nuba_Wrestling | Row 115
✅ Saved → SBQ | Nuba_Wrestling | Row 116
✅ Saved → SBQ | Nuba_Wrestling | Row 117
✅ Saved → SBQ | Nuba_Wrestling | Row 118
✅ Saved → SBQ | Nuba_Wrestling | Row 119
✅ Saved → SBQ | Nuba_Wrestling | Row 120
✅ Saved → SBQ | Nuba_Wrestling | Row 121
✅ Saved → SBQ | Nuba_Wrestling | Row 122
✅ Saved → SBQ | Nuba_Wrestling | Row 123
✅ Saved → SBQ | Nuba_Wrestling | Row 124
✅ Saved → SBQ | Nuba_Wrestling | Row 125
✅ Saved → SBQ | Nuba_Wrestling | Row 126
✅ Saved → SBQ | Nuba_Wrestling | Row 127
✅ Saved → SBQ | Nuba_Wrestling | Row 128
✅ Saved → SBQ | Nuba_Wrestling | Row 129
✅ Saved → SBQ | Nuba_Wrestling | Row 130
✅ Saved → SBQ | Nuba_Wrestling | Row 131
✅ Saved → SBQ | Nuba_Wrestling | Row 132
✅ Saved → SBQ | Nuba_Wrestling | Row 133
✅ Saved → SBQ | Nuba_Wrestling | Row 134
✅ Saved → SBQ | Nuba_Wrestling | Row 135
✅ Saved → SBQ | Nuba_Wrestling | Row 136
✅ Saved → SBQ | Nuba_Wrestling | Row 137
✅ Saved → SBQ | Nuba_Wrestling | Row 138
✅ Saved → SBQ | Nuba_Wrestling | Row 139
✅ Saved → SBQ | Nuba_Wrestling | Row 140
✅ Saved → SBQ | Nuba_Wrestling | Row 141
✅ Saved → SBQ | Nuba_Wrestling | Row 142
✅ Saved → SBQ | Nuba_Wrestling | Row 143
✅ Saved → SBQ | Nuba_Wrestling | Row 144
✅ Saved → SBQ | Nuba_Wrestling | Row 145
✅ Saved → SBQ | Nuba_Wrestling | Row 146
✅ Saved → SBQ | Nuba_Wrestling | Row 147
✅ Saved → SBQ | Nuba_Wrestling | Row 148
✅ Saved → SBQ | Horse_Racing | Row 0
✅ Saved → SBQ | Horse_Racing | Row 1
✅ Saved → SBQ | Horse_Racing | Row 2
✅ Saved → SBQ | Horse_Racing | Row 3
✅ Saved → SBQ | Horse_Racing | Row 4
✅ Saved → SBQ | Horse_Racing | Row 5
✅ Saved → SBQ | Horse_Racing | Row 6
✅ Saved → SBQ | Horse_Racing | Row 7
✅ Saved → SBQ | Horse_Racing | Row 8
✅ Saved → SBQ | Horse_Racing | Row 9
✅ Saved → SBQ | Horse_Racing | Row 10
✅ Saved → SBQ | Horse_Racing | Row 11
✅ Saved → SBQ | Horse_Racing | Row 12
✅ Saved → SBQ | Horse_Racing | Row 13
✅ Saved → SBQ | Horse_Racing | Row 14
✅ Saved → SBQ | Horse_Racing | Row 15
✅ Saved → SBQ | Horse_Racing | Row 16
✅ Saved → SBQ | Horse_Racing | Row 17
✅ Saved → SBQ | Horse_Racing | Row 18
✅ Saved → SBQ | Horse_Racing | Row 19
✅ Saved → SBQ | Horse_Racing | Row 20
✅ Saved → SBQ | Horse_Racing | Row 21
✅ Saved → SBQ | Horse_Racing | Row 22
✅ Saved → SBQ | Horse_Racing | Row 23
✅ Saved → SBQ | Horse_Racing | Row 24
✅ Saved → SBQ | Horse_Racing | Row 25
✅ Saved → SBQ | Horse_Racing | Row 26
✅ Saved → SBQ | Horse_Racing | Row 27
✅ Saved → SBQ | Horse_Racing | Row 28
✅ Saved → SBQ | Horse_Racing | Row 29
✅ Saved → SBQ | Horse_Racing | Row 30
✅ Saved → SBQ | Horse_Racing | Row 31
✅ Saved → SBQ | Horse_Racing | Row 32
✅ Saved → SBQ | Horse_Racing | Row 33
✅ Saved → SBQ | Horse_Racing | Row 34
✅ Saved → SBQ | Horse_Racing | Row 35
✅ Saved → SBQ | Horse_Racing | Row 36
✅ Saved → SBQ | Horse_Racing | Row 37
✅ Saved → SBQ | Horse_Racing | Row 38
✅ Saved → SBQ | Horse_Racing | Row 39
✅ Saved → SBQ | Horse_Racing | Row 40
✅ Saved → SBQ | Horse_Racing | Row 41
✅ Saved → SBQ | Horse_Racing | Row 42
✅ Saved → SBQ | Horse_Racing | Row 43
✅ Saved → SBQ | Horse_Racing | Row 44
✅ Saved → SBQ | Horse_Racing | Row 45
✅ Saved → SBQ | Horse_Racing | Row 46
✅ Saved → SBQ | Horse_Racing | Row 47
✅ Saved → SBQ | Horse_Racing | Row 48
✅ Saved → SBQ | Horse_Racing | Row 49
✅ Saved → SBQ | Horse_Racing | Row 50
✅ Saved → SBQ | Horse_Racing | Row 51
✅ Saved → SBQ | Horse_Racing | Row 52
✅ Saved → SBQ | Horse_Racing | Row 53
✅ Saved → SBQ | Horse_Racing | Row 54
✅ Saved → SBQ | Horse_Racing | Row 55
✅ Saved → SBQ | Horse_Racing | Row 56
✅ Saved → SBQ | Horse_Racing | Row 57
✅ Saved → SBQ | Horse_Racing | Row 58
✅ Saved → SBQ | Horse_Racing | Row 59
✅ Saved → SBQ | Horse_Racing | Row 60
✅ Saved → SBQ | Horse_Racing | Row 61
✅ Saved → SBQ | Horse_Racing | Row 62
✅ Saved → SBQ | Horse_Racing | Row 63
✅ Saved → SBQ | Horse_Racing | Row 64
✅ Saved → SBQ | Horse_Racing | Row 65
✅ Saved → SBQ | Horse_Racing | Row 66
✅ Saved → SBQ | Horse_Racing | Row 67
✅ Saved → SBQ | Horse_Racing | Row 68
✅ Saved → SBQ | Horse_Racing | Row 69
✅ Saved → SBQ | Horse_Racing | Row 70
✅ Saved → SBQ | Horse_Racing | Row 71
✅ Saved → SBQ | Horse_Racing | Row 72
✅ Saved → SBQ | Horse_Racing | Row 73
✅ Saved → SBQ | Horse_Racing | Row 74
✅ Saved → SBQ | Horse_Racing | Row 75
✅ Saved → SBQ | Horse_Racing | Row 76
✅ Saved → SBQ | Horse_Racing | Row 77
✅ Saved → SBQ | Horse_Racing | Row 78
✅ Saved → SBQ | Horse_Racing | Row 79
✅ Saved → SBQ | Horse_Racing | Row 80
✅ Saved → SBQ | Horse_Racing | Row 81
✅ Saved → SBQ | Horse_Racing | Row 82
✅ Saved → SBQ | Horse_Racing | Row 83
✅ Saved → SBQ | Horse_Racing | Row 84
✅ Saved → SBQ | Horse_Racing | Row 85
✅ Saved → SBQ | Horse_Racing | Row 86
✅ Saved → SBQ | Horse_Racing | Row 87
✅ Saved → SBQ | Horse_Racing | Row 88
✅ Saved → SBQ | Horse_Racing | Row 89
✅ Saved → SBQ | Horse_Racing | Row 90
✅ Saved → SBQ | Horse_Racing | Row 91
✅ Saved → SBQ | Horse_Racing | Row 92
✅ Saved → SBQ | Horse_Racing | Row 93
✅ Saved → SBQ | Horse_Racing | Row 94
✅ Saved → SBQ | Horse_Racing | Row 95
✅ Saved → SBQ | Horse_Racing | Row 96
✅ Saved → SBQ | Horse_Racing | Row 97
✅ Saved → SBQ | Horse_Racing | Row 98
✅ Saved → SBQ | Horse_Racing | Row 99
✅ Saved → SBQ | Horse_Racing | Row 100
✅ Saved → SBQ | Horse_Racing | Row 101
✅ Saved → SBQ | Horse_Racing | Row 102
✅ Saved → SBQ | Horse_Racing | Row 103
✅ Saved → SBQ | Horse_Racing | Row 104
✅ Saved → SBQ | Horse_Racing | Row 105
✅ Saved → SBQ | Horse_Racing | Row 106
✅ Saved → SBQ | Horse_Racing | Row 107
✅ Saved → SBQ | Horse_Racing | Row 108
✅ Saved → SBQ | Horse_Racing | Row 109
✅ Saved → SBQ | Horse_Racing | Row 110
Traceback (most recent call last):
  File "/DATA/rohan_kirti/niladri/country/sudan/SBQ/run.py", line 203, in <module>
    score, mistake, improved_question,improved_options, correct_answer = ask_llm(q, option, ans)
                                                                         ^^^^^^^^^^^^^^^^^^^^^^^
  File "/DATA/rohan_kirti/niladri/country/sudan/SBQ/run.py", line 65, in ask_llm
    response.raise_for_status()
  File "/DATA/rohan_kirti/miniconda3/envs/salesbot/lib/python3.11/site-packages/requests/models.py", line 1026, in raise_for_status
    raise HTTPError(http_error_msg, response=self)
requests.exceptions.HTTPError: 429 Client Error: Too Many Requests for url: https://cloud.olakrutrim.com/v1/chat/completions

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/DATA/rohan_kirti/niladri/country/sudan/SBQ/run.py", line 205, in <module>
    score, mistake, improved_question, improved_options = f"ERROR: {e}"
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
ValueError: too many values to unpack (expected 4)
